福島第一原子力発電所　仮設モニタリングポストによる定点観測状況
Date,Time,事務本館南側線量率(mSv/h),正門線量率(μSv/h),西門線量率(μSv/h)
2011/4/13,17:30,0.54,74,30
2011/4/13,17:00,0.54,75,30
2011/4/13,16:30,0.54,75,30
2011/4/13,16:00,0.54,76,29
2011/4/13,15:30,0.54,76,30
2011/4/13,15:00,0.55,76,30
2011/4/13,14:30,0.54,76,30
2011/4/13,14:00,0.54,76,30
2011/4/13,13:30,0.55,75,30
2011/4/13,13:00,0.55,77,31
2011/4/13,12:30,0.55,75,31
2011/4/13,12:00,0.55,76,31
2011/4/13,11:30,0.55,74,31
2011/4/13,11:00,0.56,75,31
2011/4/13,10:30,0.56,76,31
2011/4/13,10:00,0.56,77,32
2011/4/13,9:30,0.56,74,32
2011/4/13,9:00,0.57,75,32
2011/4/13,8:30,0.57,78,32
2011/4/13,8:00,0.57,76,32
2011/4/13,7:30,0.58,76,32
2011/4/13,7:00,0.58,76,33
2011/4/13,6:30,0.58,76,33
2011/4/13,6:00,0.58,76,33
2011/4/13,5:30,0.58,77,33
2011/4/13,5:00,0.58,76,33
2011/4/13,4:30,0.58,76,33
2011/4/13,4:00,0.58,76,33
2011/4/13,3:30,0.58,76,33
2011/4/13,3:00,0.58,76,33
2011/4/13,2:30,0.58,76,33
2011/4/13,2:00,0.58,76,33
2011/4/13,1:30,0.58,78,33
2011/4/13,1:00,0.58,78,33
2011/4/13,0:30,0.58,76,33
2011/4/13,0:00,0.58,77,33
2011/4/12,23:30,0.58,76,33
2011/4/12,23:00,0.58,77,33
2011/4/12,22:30,0.58,76,33
2011/4/12,22:00,0.58,77,32
2011/4/12,21:30,0.58,77,32
2011/4/12,21:00,0.57,78,32
2011/4/12,20:30,0.57,78,32
2011/4/12,20:00,0.57,77,32
2011/4/12,19:30,0.56,76,32
2011/4/12,19:00,0.56,77,32
2011/4/12,18:30,0.56,76,32
2011/4/12,18:00,0.56,76,32
2011/4/12,17:30,0.56,76,32
2011/4/12,17:20,0.56,75,31
2011/4/12,17:10,0.56,77,32
2011/4/12,17:00,0.56,76,32
2011/4/12,16:50,0.56,76,31
2011/4/12,16:40,0.56,75,32
2011/4/12,16:30,0.56,78,32
2011/4/12,16:00,0.56,76,32
2011/4/12,15:30,0.56,77,32
2011/4/12,15:00,0.56,78,32
2011/4/12,14:30,0.56,77,32
2011/4/12,14:00,0.57,78,32
2011/4/12,13:30,0.56,78,32
2011/4/12,13:00,0.56,78,32
2011/4/12,12:30,0.57,79,33
2011/4/12,12:00,0.57,78,33
2011/4/12,11:30,0.57,79,33
2011/4/12,11:00,0.56,79,33
2011/4/12,10:30,0.57,78,33
2011/4/12,10:00,0.57,78,33
2011/4/12,9:30,0.58,77,33
2011/4/12,9:00,0.58,78,33
2011/4/12,8:30,0.58,79,34
2011/4/12,8:00,0.58,80,34
2011/4/12,7:30,0.58,79,34
2011/4/12,7:00,0.58,79,34
2011/4/12,6:30,0.59,79,34
2011/4/12,6:00,0.58,79,34
2011/4/12,5:30,0.59,79,34
2011/4/12,5:00,0.59,79,34
2011/4/12,4:30,0.58,79,34
2011/4/12,4:00,0.58,79,34
2011/4/12,3:30,0.58,79,34
2011/4/12,3:00,0.58,79,34
2011/4/12,2:30,0.58,79,34
2011/4/12,2:00,0.58,79,33
2011/4/12,1:30,0.58,79,33
2011/4/12,1:00,0.58,79,34
2011/4/12,0:30,0.58,78,34
2011/4/12,0:00,0.58,79,33
2011/4/11,23:30,0.58,79,34
2011/4/11,23:00,0.58,79,34
2011/4/11,22:30,0.58,79,34
2011/4/11,22:00,0.58,78,34
2011/4/11,21:30,0.58,78,33
2011/4/11,21:00,0.58,78,33
2011/4/11,20:30,0.57,78,33
2011/4/11,20:00,0.57,78,33
2011/4/11,19:30,0.57,78,33
2011/4/11,19:00,0.57,78,33
2011/4/11,18:30,0.57,78,33
2011/4/11,18:00,0.57,78,33
2011/4/11,17:30,0.58,79,33
2011/4/11,17:00,0.57,79,33
2011/4/11,16:30,0.57,79,33
2011/4/11,16:00,0.57,79,33
2011/4/11,15:30,0.57,80,33
2011/4/11,15:00,0.59,80,35
2011/4/11,14:30,0.58,82,34
2011/4/11,14:00,0.59,81,34
2011/4/11,13:30,0.58,81,34
2011/4/11,13:00,0.58,82,34
2011/4/11,12:30,0.59,83,34
2011/4/11,12:00,0.58,82,35
2011/4/11,11:30,0.59,82,35
2011/4/11,11:00,0.59,84,35
2011/4/11,10:30,0.59,85,35
2011/4/11,10:00,0.59,82,35
2011/4/11,9:30,0.60,84,35
2011/4/11,9:00,0.60,83,36
2011/4/11,8:30,0.60,82,36
2011/4/11,8:00,0.61,84,37
2011/4/11,7:30,0.61,84,35
2011/4/11,7:00,0.61,83,36
2011/4/11,6:30,0.61,82,36
2011/4/11,6:00,0.61,83,36
2011/4/11,5:30,0.61,82,36
2011/4/11,5:00,0.61,83,36
2011/4/11,4:30,0.61,82,36
2011/4/11,4:00,0.61,83,36
2011/4/11,3:30,0.61,82,36
2011/4/11,3:00,0.61,83,36
2011/4/11,2:30,0.61,83,36
2011/4/11,2:00,0.61,83,36
2011/4/11,1:30,0.61,83,35
2011/4/11,1:00,0.61,83,35
2011/4/11,0:30,0.61,83,36
2011/4/11,0:00,0.61,84,36
2011/4/10,23:30,0.61,84,36
2011/4/10,23:00,0.61,82,36
2011/4/10,22:30,0.61,83,36
2011/4/10,22:00,0.61,84,36
2011/4/10,21:30,0.61,85,36
2011/4/10,21:00,0.61,85,36
2011/4/10,20:30,0.61,83,36
2011/4/10,20:00,0.61,83,36
2011/4/10,19:30,0.61,84,36
2011/4/10,19:00,0.60,84,35
2011/4/10,18:30,0.60,85,35
2011/4/10,18:00,0.60,86,35
2011/4/10,17:30,0.60,85,35
2011/4/10,17:00,0.60,86,35
2011/4/10,16:30,0.60,86,35
2011/4/10,16:00,0.60,86,35
2011/4/10,15:30,0.60,85,36
2011/4/10,15:00,0.60,87,36
2011/4/10,14:30,0.60,87,36
2011/4/10,14:00,0.60,84,36
2011/4/10,13:30,0.60,86,36
2011/4/10,13:00,0.60,88,36
2011/4/10,12:30,0.61,87,36
2011/4/10,12:00,0.60,88,36
2011/4/10,11:30,0.61,86,37
2011/4/10,11:00,0.60,86,36
2011/4/10,10:30,0.61,85,37
2011/4/10,10:00,0.61,85,37
2011/4/10,9:30,0.61,85,37
2011/4/10,9:00,0.61,85,37
2011/4/10,8:30,0.62,86,37
2011/4/10,8:00,0.62,86,37
2011/4/10,7:30,0.62,85,37
2011/4/10,7:00,0.62,86,37
2011/4/10,6:30,0.62,86,37
2011/4/10,6:00,0.62,87,38
2011/4/10,5:30,0.62,85,37
2011/4/10,5:00,0.62,86,37
2011/4/10,4:30,0.62,86,37
2011/4/10,4:00,0.62,85,37
2011/4/10,3:30,0.62,87,37
2011/4/10,3:00,0.62,86,37
2011/4/10,2:30,0.62,86,37
2011/4/10,2:00,0.62,86,37
2011/4/10,1:30,0.62,86,37
2011/4/10,1:00,0.62,86,38
2011/4/10,0:30,0.62,86,38
2011/4/10,0:00,0.62,87,37
2011/4/9,23:30,0.62,86,38
2011/4/9,23:00,0.62,86,38
2011/4/9,22:30,0.62,86,38
2011/4/9,22:00,0.62,86,38
2011/4/9,21:30,0.62,86,38
2011/4/9,21:00,0.62,87,38
2011/4/9,20:30,0.63,86,38
2011/4/9,20:00,0.63,87,38
2011/4/9,19:30,0.62,87,38
2011/4/9,19:00,0.62,87,38
2011/4/9,18:30,0.63,87,38
2011/4/9,18:00,0.62,87,38
2011/4/9,17:30,0.62,87,38
2011/4/9,17:00,0.62,87,38
2011/4/9,16:30,0.62,87,38
2011/4/9,16:00,0.62,87,38
2011/4/9,15:30,0.62,87,38
2011/4/9,15:00,0.62,86,38
2011/4/9,14:30,0.61,86,38
2011/4/9,14:00,0.62,88,38
2011/4/9,13:30,0.62,87,38
2011/4/9,13:00,0.62,88,39
2011/4/9,12:30,0.63,89,39
2011/4/9,12:00,0.63,87,39
2011/4/9,11:30,0.63,87,38
2011/4/9,11:00,0.63,86,39
2011/4/9,10:30,0.63,88,39
2011/4/9,10:00,0.63,87,39
2011/4/9,9:30,0.63,89,39
2011/4/9,9:00,0.63,88,39
2011/4/9,8:30,0.64,89,39
2011/4/9,8:00,0.64,90,40
2011/4/9,7:30,0.64,89,40
2011/4/9,7:00,0.64,91,40
2011/4/9,6:30,0.65,91,40
2011/4/9,6:00,0.65,91,40
2011/4/9,5:30,0.65,91,40
2011/4/9,5:00,0.66,91,41
2011/4/9,4:30,0.65,91,41
2011/4/9,4:00,0.65,91,41
2011/4/9,3:30,0.66,91,41
2011/4/9,3:00,0.66,92,41
2011/4/9,2:30,0.65,92,41
2011/4/9,2:00,0.65,92,41
2011/4/9,1:30,0.65,92,40
2011/4/9,1:00,0.65,90,40
2011/4/9,0:30,0.65,91,40
2011/4/9,0:00,0.65,92,40
2011/4/8,23:30,0.65,92,41
2011/4/8,23:00,0.65,92,40
2011/4/8,22:30,0.65,92,40
2011/4/8,22:00,0.65,92,41
2011/4/8,21:30,0.65,92,40
2011/4/8,21:00,0.65,93,40
2011/4/8,20:30,0.65,94,40
2011/4/8,20:00,0.65,94,40
2011/4/8,19:30,0.65,93,40
2011/4/8,19:00,0.65,94,40
2011/4/8,18:30,0.65,92,40
2011/4/8,18:00,0.65,94,40
2011/4/8,17:30,0.65,95,40
2011/4/8,17:00,0.65,95,40
2011/4/8,16:30,0.65,95,40
2011/4/8,16:00,0.65,95,40
2011/4/8,15:30,0.65,96,40
2011/4/8,15:00,0.65,94,40
2011/4/8,14:30,0.65,95,40
2011/4/8,14:00,0.65,96,40
2011/4/8,13:30,0.65,95,40
2011/4/8,13:00,0.65,98,41
2011/4/8,12:30,0.65,96,40
2011/4/8,12:00,0.65,95,41
2011/4/8,11:30,0.65,95,41
2011/4/8,11:00,0.66,96,41
2011/4/8,10:30,0.66,95,42
2011/4/8,10:00,0.66,95,42
2011/4/8,9:30,0.67,97,42
2011/4/8,9:00,0.67,96,42
2011/4/8,8:30,0.67,97,43
2011/4/8,8:00,0.67,98,43
2011/4/8,7:30,0.68,97,43
2011/4/8,7:00,0.68,96,43
2011/4/8,6:30,0.68,97,43
2011/4/8,6:00,0.68,97,43
2011/4/8,5:30,0.68,96,43
2011/4/8,5:00,0.68,97,43
2011/4/8,4:30,0.68,97,43
2011/4/8,4:00,0.68,95,43
2011/4/8,3:30,0.68,97,43
2011/4/8,3:00,0.68,97,43
2011/4/8,2:30,0.68,98,43
2011/4/8,2:00,0.68,97,43
2011/4/8,1:30,0.68,98,43
2011/4/8,1:00,0.69,97,43
2011/4/8,0:30,0.68,97,44
2011/4/8,0:00,0.68,99,43
2011/4/7,23:30,0.68,98,43
2011/4/7,23:00,0.69,99,43
2011/4/7,22:30,0.68,99,43
2011/4/7,22:00,0.68,98,43
2011/4/7,21:30,0.68,99,43
2011/4/7,21:00,0.68,100,43
2011/4/7,20:30,0.68,100,43
2011/4/7,20:00,0.67,98,43
2011/4/7,19:30,0.68,98,43
2011/4/7,19:00,0.68,101,43
2011/4/7,18:30,0.67,100,43
2011/4/7,18:00,0.67,99,42
2011/4/7,17:30,0.67,98,43
2011/4/7,17:00,0.67,101,43
2011/4/7,16:30,0.67,N/A,43
2011/4/7,16:00,0.67,N/A,43
2011/4/7,15:30,0.67,N/A,43
2011/4/7,15:00,0.67,N/A,43
2011/4/7,14:30,0.67,N/A,43
2011/4/7,14:00,0.68,N/A,44
2011/4/7,13:30,0.68,N/A,44
2011/4/7,13:00,0.68,N/A,44
2011/4/7,12:30,0.67,N/A,44
2011/4/7,12:00,0.68,N/A,44
2011/4/7,11:30,0.68,N/A,44
2011/4/7,11:00,0.69,N/A,45
2011/4/7,10:30,0.69,N/A,45
2011/4/7,10:00,0.69,N/A,45
2011/4/7,9:30,0.70,N/A,45
2011/4/7,9:00,0.70,N/A,46
2011/4/7,8:30,0.71,N/A,46
2011/4/7,8:00,0.71,N/A,46
2011/4/7,7:30,0.71,N/A,46
2011/4/7,7:00,0.71,N/A,46
2011/4/7,6:30,0.71,N/A,47
2011/4/7,6:00,0.71,N/A,47
2011/4/7,5:30,0.71,N/A,46
2011/4/7,5:00,0.71,N/A,48
2011/4/7,4:30,0.71,N/A,48
2011/4/7,4:00,0.71,N/A,47
2011/4/7,3:30,0.71,N/A,47
2011/4/7,3:00,0.71,N/A,47
2011/4/7,2:30,0.71,N/A,47
2011/4/7,2:00,0.71,N/A,47
2011/4/7,1:30,0.71,N/A,47
2011/4/7,1:00,0.71,N/A,48
2011/4/7,0:30,0.72,N/A,47
2011/4/7,0:00,0.71,N/A,47
2011/4/6,23:30,0.71,N/A,47,,
2011/4/6,23:00,0.71,N/A,46,,
2011/4/6,22:30,0.71,N/A,47,,
2011/4/6,22:00,0.71,N/A,46,,
2011/4/6,21:30,0.71,N/A,46,,
2011/4/6,21:00,0.70,N/A,47,,
2011/4/6,20:30,0.70,N/A,46,,
2011/4/6,20:00,0.70,N/A,46,,
2011/4/6,19:30,0.70,N/A,46,,
2011/4/6,19:00,0.70,N/A,46,,
2011/4/6,18:30,0.69,N/A,46,,
2011/4/6,18:00,0.70,N/A,46,,
2011/4/6,17:30,0.70,N/A,46,,
2011/4/6,17:00,0.69,N/A,46,,
2011/4/6,16:30,0.70,N/A,46,,
2011/4/6,16:00,0.70,N/A,46,,
2011/4/6,15:30,0.70,N/A,47,,
2011/4/6,15:00,0.69,N/A,47,,
2011/4/6,14:30,0.70,N/A,47,,
2011/4/6,14:00,0.70,N/A,47,,
2011/4/6,13:30,0.70,N/A,47,,
2011/4/6,13:00,0.70,N/A,47,,
2011/4/6,12:30,0.70,N/A,48,,
2011/4/6,12:00,0.70,N/A,48,,
2011/4/6,11:30,0.70,N/A,48,,
2011/4/6,11:00,0.70,N/A,48,,
2011/4/6,10:30,0.70,N/A,48,,
2011/4/6,10:00,0.71,108,49,,
2011/4/6,9:30,0.71,109,49,,
2011/4/6,9:00,0.71,110,52,,
2011/4/6,8:30,0.72,109,51
2011/4/6,8:00,0.73,114,52
2011/4/6,7:30,0.73,108,50
2011/4/6,7:00,0.74,108,49
2011/4/6,6:30,0.74,107,49
2011/4/6,6:00,0.74,108,49
2011/4/6,5:30,0.74,108,50
2011/4/6,5:00,0.74,108,49
2011/4/6,4:30,0.74,108,50
2011/4/6,4:00,0.74,108,50
2011/4/6,3:30,0.74,107,49
2011/4/6,3:00,0.74,107,50
2011/4/6,2:30,0.74,109,49
2011/4/6,2:00,0.74,109,49
2011/4/6,1:30,0.74,108,50
2011/4/6,1:00,0.74,107,50
2011/4/6,0:30,0.74,109,49
2011/4/6,0:00,0.74,107,49
2011/4/5,23:30,0.74,109,49
2011/4/5,23:00,0.74,110,50
2011/4/5,22:30,0.74,110,49
2011/4/5,22:00,0.74,110,49
2011/4/5,21:30,0.73,109,49
2011/4/5,21:00,0.73,107,49
2011/4/5,20:30,0.73,107,49
2011/4/5,20:00,0.73,108,49
2011/4/5,19:30,0.72,108,48
2011/4/5,19:00,0.72,110,48
2011/4/5,18:30,0.72,112,48
2011/4/5,18:00,0.72,112,48
2011/4/5,17:30,0.72,112,48
2011/4/5,17:00,0.72,113,48
2011/4/5,16:30,0.72,114,48
2011/4/5,16:00,0.72,114,48
2011/4/5,15:30,0.72,112,49
2011/4/5,15:00,0.72,112,49
2011/4/5,14:30,0.72,114,49
2011/4/5,14:00,0.73,113,49
2011/4/5,13:30,0.73,113,49
2011/4/5,13:00,0.73,114,50
2011/4/5,12:30,0.73,115,50
2011/4/5,12:00,0.73,114,50
2011/4/5,11:30,0.73,116,50
2011/4/5,11:00,0.74,117,51
2011/4/5,10:30,0.74,115,51
2011/4/5,10:00,0.74,113,51
2011/4/5,9:30,0.74,115,52
2011/4/5,9:00,0.75,114,53
2011/4/5,8:30,0.75,117,52
2011/4/5,8:00,0.76,116,53
2011/4/5,7:30,0.77,115,53
2011/4/5,7:00,0.77,115,53
2011/4/5,6:30,0.77,114,53
2011/4/5,6:00,0.77,114,53
2011/4/5,5:30,0.77,115,53
2011/4/5,5:00,0.77,117,53
2011/4/5,4:30,0.77,117,53
2011/4/5,4:00,0.77,117,53
2011/4/5,3:30,0.78,N/A,53
2011/4/5,3:00,0.77,117,53
2011/4/5,2:30,0.77,116,53
2011/4/5,2:00,0.77,114,53
2011/4/5,1:30,0.77,117,54
2011/4/5,1:00,0.77,116,53
2011/4/5,0:30,0.78,116,54
2011/4/5,0:00,0.78,117,53
2011/4/4,23:30,0.77,115,53
2011/4/4,23:00,0.77,116,53
2011/4/4,22:30,0.77,116,53
2011/4/4,22:00,0.77,116,53
2011/4/4,21:30,0.77,114,53
2011/4/4,21:00,0.76,115,53
2011/4/4,20:30,0.77,116,53
2011/4/4,20:00,0.76,117,53
2011/4/4,19:30,0.76,117,53
2011/4/4,19:00,0.76,116,52
2011/4/4,18:30,0.75,116,52
2011/4/4,18:00,0.75,118,52
2011/4/4,17:30,0.75,116,52
2011/4/4,17:00,0.75,118,52
2011/4/4,16:30,0.75,118,52
2011/4/4,16:00,0.75,117,53
2011/4/4,15:30,0.75,N/A,53
2011/4/4,15:00,0.75,N/A,53
2011/4/4,14:30,0.75,N/A,53
2011/4/4,14:00,0.75,N/A,53
2011/4/4,13:30,0.76,N/A,53
2011/4/4,13:00,0.76,N/A,53
2011/4/4,12:30,0.76,N/A,53
2011/4/4,12:00,0.76,N/A,54
2011/4/4,11:30,0.76,N/A,53
2011/4/4,11:00,0.76,N/A,54
2011/4/4,10:30,0.77,N/A,54
2011/4/4,10:00,0.77,121,54
2011/4/4,9:30,0.77,121,55
2011/4/4,9:00,0.78,121,55
2011/4/4,8:30,0.79,122,56
2011/4/4,8:00,0.79,121,56
2011/4/4,7:30,0.80,121,56
2011/4/4,7:00,0.80,121,56
2011/4/4,6:30,0.81,120,56
2011/4/4,6:00,0.81,122,56
2011/4/4,5:30,0.81,120,56
2011/4/4,5:00,0.81,122,57
2011/4/4,4:30,0.81,121,56
2011/4/4,4:00,0.81,123,57
2011/4/4,3:30,0.81,120,56
2011/4/4,3:00,0.81,121,56
2011/4/4,2:30,0.81,120,57
2011/4/4,2:00,0.81,121,57
2011/4/4,1:30,0.81,120,56
2011/4/4,1:00,0.81,119,57
2011/4/4,0:30,0.81,121,56
2011/4/4,0:00,0.81,121,57
2011/4/3,23:30,0.8,121,56
2011/4/3,23:00,0.8,120,56
2011/4/3,22:30,0.8,121,56
2011/4/3,22:00,0.8,121,56
2011/4/3,21:30,0.8,120,56
2011/4/3,21:00,0.8,120,56
2011/4/3,20:30,0.79,121,56
2011/4/3,20:00,0.8,121,55
2011/4/3,19:30,0.79,123,55
2011/4/3,19:00,0.79,121,55
2011/4/3,18:30,0.78,121,55
2011/4/3,18:00,0.78,124,55
2011/4/3,17:30,0.78,122,55
2011/4/3,17:00,0.78,124,55
2011/4/3,16:30,0.78,124,55
2011/4/3,16:00,0.78,125,55
2011/4/3,15:30,0.78,124,55
2011/4/3,15:00,0.78,124,55
2011/4/3,14:30,0.78,125,56
2011/4/3,14:00,0.79,125,56
2011/4/3,13:30,0.79,126,56
2011/4/3,13:00,0.79,126,56
2011/4/3,12:30,0.8,125,56
2011/4/3,12:00,0.8,126,57
2011/4/3,11:30,0.8,124,57
2011/4/3,11:00,0.81,127,58
2011/4/3,10:30,0.81,128,58
2011/4/3,10:00,0.82,127,58
2011/4/3,9:30,0.82,128,59
2011/4/3,9:00,0.83,127,59
2011/4/3,8:30,0.83,126,59
2011/4/3,8:00,0.83,128,59
2011/4/3,7:30,0.83,128,59
2011/4/3,7:00,0.84,127,60
2011/4/3,6:30,0.84,126,60
2011/4/3,6:00,0.84,125,59
2011/4/3,5:30,0.84,125,59
2011/4/3,5:00,0.84,127,60
2011/4/3,4:30,0.84,127,60
2011/4/3,4:00,0.84,126,59
2011/4/3,3:30,0.84,127,60
2011/4/3,3:00,0.84,128,60
2011/4/3,2:30,0.84,127,60
2011/4/3,2:00,0.84,127,60
2011/4/3,1:30,0.84,128,60
2011/4/3,1:00,0.84,127,60
2011/4/3,0:30,0.84,128,60
2011/4/3,0:00,0.84,128,60
2011/4/2,23:30,0.84,127,60
2011/4/2,23:00,0.84,129,60
2011/4/2,22:30,0.84,128,60
2011/4/2,22:00,0.84,129,60
2011/4/2,21:30,0.84,129,60
2011/4/2,21:00,0.84,129,60
2011/4/2,20:30,0.84,131,60
2011/4/2,20:00,0.84,129,60
2011/4/2,19:30,0.84,128,59
2011/4/2,19:00,0.83,129,59
2011/4/2,18:30,0.83,129,59
2011/4/2,18:00,0.83,130,59
2011/4/2,17:30,0.83,130,59
2011/4/2,17:00,0.82,131,59
2011/4/2,16:30,0.83,131,59
2011/4/2,16:00,0.83,131,59
2011/4/2,15:30,0.83,131,59
2011/4/2,15:00,0.83,131,59
2011/4/2,14:30,0.84,131,60
2011/4/2,14:00,0.84,132,60
2011/4/2,13:30,0.84,132,60
2011/4/2,13:00,0.84,132,60
2011/4/2,12:30,0.85,133,60
2011/4/2,12:00,0.85,133,61
2011/4/2,11:30,0.86,134,61
2011/4/2,11:00,0.86,134,61
2011/4/2,10:30,0.86,136,61
2011/4/2,10:00,0.86,132,62
2011/4/2,9:30,0.87,133,62
2011/4/2,9:00,0.87,135,62
2011/4/2,8:30,0.87,133,62
2011/4/2,8:00,0.88,137,62
2011/4/2,7:30,0.88,135,63
2011/4/2,7:00,0.88,135,63
2011/4/2,6:30,0.88,135,63
2011/4/2,6:00,0.88,136,63
2011/4/2,5:30,0.89,135,63
2011/4/2,5:00,0.89,136,63
2011/4/2,4:30,0.89,138,63
2011/4/2,4:00,0.89,136,63
2011/4/2,3:30,0.89,137,63
2011/4/2,3:00,0.88,138,63
2011/4/2,2:30,0.88,136,64
2011/4/2,2:00,0.89,137,63
2011/4/2,1:30,0.89,137,64
2011/4/2,1:00,0.89,138,64
2011/4/2,0:30,0.9,137,64
2011/4/2,0:00,0.89,138,64
2011/4/1,23:30,0.9,137,64
2011/4/1,23:00,0.9,137,64
2011/4/1,22:30,0.9,139,64
2011/4/1,22:00,0.89,138,63
2011/4/1,21:30,0.9,138,64
2011/4/1,21:00,0.9,138,64
2011/4/1,20:30,0.89,137,64
2011/4/1,20:00,0.89,139,65
2011/4/1,19:30,0.9,140,64
2011/4/1,19:00,0.89,141,64
2011/4/1,18:30,0.89,141,62
2011/4/1,18:00,0.89,141,64
2011/4/1,17:30,0.89,138,64
2011/4/1,17:00,0.9,142,63
2011/4/1,16:30,0.89,142,64
2011/4/1,16:00,0.9,142,63
2011/4/1,15:30,0.9,143,65
2011/4/1,15:00,0.91,144,65
2011/4/1,14:30,0.9,144,64
2011/4/1,14:00,0.91,143,65
2011/4/1,13:30,0.9,145,66
2011/4/1,13:00,0.9,145,66
2011/4/1,12:30,0.9,147,65
2011/4/1,12:00,0.89,145,67
2011/4/1,11:30,0.91,146,68
2011/4/1,11:00,0.91,145,67
2011/4/1,10:30,0.92,145,67
2011/4/1,10:00,0.91,146,67
2011/4/1,9:30,0.91,148,72
2011/4/1,9:00,0.91,150,71
2011/4/1,8:30,0.92,145,77
2011/4/1,8:00,0.93,145,69
2011/4/1,7:30,0.93,143,68
2011/4/1,7:00,0.93,145,69
2011/4/1,6:30,0.93,146,69
2011/4/1,6:00,0.93,146,70
2011/4/1,5:30,0.93,144,69
2011/4/1,5:00,0.93,144,69
2011/4/1,4:30,0.94,145,68
2011/4/1,4:00,0.94,145,70
2011/4/1,3:30,0.94,146,68
2011/4/1,3:00,0.94,145,68
2011/4/1,2:30,0.94,146,69
2011/4/1,2:00,0.94,146,69
2011/4/1,1:30,0.94,145,69
2011/4/1,1:00,0.94,145,69
2011/4/1,0:30,0.94,145,69
2011/4/1,0:00,0.94,145,69
